,#queryName,queryLength,firstQueryPos,lastQueryPos,hitName,hitLength,firstHitPos,lastHitPos,frame,hitDescription,numberOfHits,coverage,identity,evalue,score,hspLength,relIdentity
3056,5771_g,453,,,,,,,,,0,,,,,,
3057,5772_g,353,,,,,,,,,0,,,,,,
3058,5773_g,75,,,,,,,,,0,,,,,,
3059,5774_g,75,,,,,,,,,0,,,,,,
3060,5775_g,1792,262.0,1533.0,Q8IKC0,2128.0,155.0,669.0,1.0,Putative uncharacterized protein,8,0.11,108.0,2e-44,186.0,229.0,0.48
3061,5776_g,303,4.0,240.0,B3L482,84.0,6.0,84.0,1.0,Putative uncharacterized protein,4,0.94,49.0,7e-08,61.0,79.0,0.63
3062,5777_g,498,4.0,474.0,Q4XKY8,156.0,1.0,151.0,1.0,Putative uncharacterized protein,7,1.01,83.0,2e-36,156.0,158.0,0.53
3063,5778_g,72,,,,,,,,,0,,,,,,
3064,5779_g,168,1.0,153.0,A5K5Q0,91.0,18.0,68.0,1.0,"U6 snRNA-associated Sm-like protein LSm3, ",9,0.56,41.0,1e-15,87.0,51.0,0.81
3065,5780_g,906,1.0,903.0,B3L692,304.0,1.0,304.0,1.0,"F-actin capping protein beta subunit, ",30,1.0,186.0,4e-99,366.0,304.0,0.62
3066,5781_g,873,,,,,,,,,0,,,,,,
3067,5782_g,72,,,,,,,,,0,,,,,,
3068,5783_g,1191,442.0,1182.0,D3YHT1,362.0,21.0,362.0,1.0,Transmission-blocking target antigen Pfs230 ,10,0.46,71.0,6e-27,127.0,165.0,0.44
3069,5784_g,915,103.0,885.0,Q7R9U6,308.0,48.0,308.0,1.0,Putative uncharacterized protein PY06764 ,6,0.85,139.0,5.999999999999999e-70,269.0,262.0,0.54
3070,5785_g,234,1.0,222.0,B3KZB4,364.0,1.0,84.0,1.0,Mitogen-activated protein kinase organizer ,4,0.23,54.0,2e-22,110.0,84.0,0.65
3071,5786_g,135,,,,,,,,,0,,,,,,
3072,5787_g,480,1.0,477.0,O96212,328.0,170.0,328.0,1.0,"Heat shock 40 kDa protein, putative",30,0.48,120.0,2.0000000000000002e-60,236.0,159.0,0.76
3073,5788_g,99,,,,,,,,,0,,,,,,
3074,5789_g,57,,,,,,,,,0,,,,,,
3075,5790_g,1527,946.0,1260.0,Q8IIT8,2021.0,336.0,440.0,1.0,Conserved Plasmodium protein,4,0.05,59.0,5e-16,91.0,105.0,0.57
3076,5791_g,1722,,,,,,,,,0,,,,,,
3077,5792_g,1172,166.0,1170.0,B3L4H4,1356.0,958.0,1340.0,1.0,"ABC transporter, putative",30,0.28,206.0,1e-90,338.0,386.0,0.54
3078,5793_g,683,102.0,440.0,O77308,1365.0,664.0,776.0,3.0,"ABC transporter, (TAP family), putative ",5,0.08,65.0,8.000000000000001e-24,115.0,113.0,0.58
3079,5794_g,360,4.0,342.0,C0H4G6,228.0,107.0,223.0,1.0,Putative uncharacterized protein,5,0.51,75.0,5e-38,161.0,117.0,0.65
3080,5795_g,1237,,,,,,,,,0,,,,,,
3081,5796_g,1416,,,,,,,,,0,,,,,,
3082,5797_g,552,199.0,550.0,B3L5T1,1407.0,8.0,123.0,1.0,"Protein kinase, putative",6,0.06,41.0,2e-18,79.0,83.0,0.5
3083,5798_g,69,,,,,,,,,0,,,,,,
3084,5799_g,99,,,,,,,,,0,,,,,,
3085,5800_g,90,,,,,,,,,0,,,,,,
3086,5801_g,753,397.0,738.0,O97235,390.0,37.0,144.0,1.0,"Elongation factor Ts, mitochondrial",30,0.29,68.0,9.999999999999999e-26,121.0,115.0,0.6
3087,5802_g,363,,,,,,,,,0,,,,,,
3088,5803_g,684,,,,,,,,,0,,,,,,
3089,5804_g,153,,,,,,,,,0,,,,,,
3090,5805_g,228,,,,,,,,,0,,,,,,
3091,5806_g,819,61.0,816.0,B3L0Z7,272.0,21.0,272.0,1.0,"Prohibitin, putative. prohibitin, putative ",30,0.93,234.0,1.9999999999999998e-130,470.0,252.0,0.93
3092,5807_g,1071,1.0,891.0,Q8I420,342.0,1.0,333.0,1.0,Triose phosphate transporter,30,0.97,207.0,4e-103,380.0,333.0,0.63
3093,5808_g,369,1.0,297.0,Q8I1X0,102.0,1.0,99.0,1.0,Putative uncharacterized protein,6,0.97,69.0,3e-33,145.0,99.0,0.7
3094,5809_g,1206,85.0,1191.0,B3L5Q0,345.0,8.0,344.0,1.0,Putative uncharacterized protein,30,1.08,184.0,1e-98,365.0,371.0,0.5
3095,5810_g,1344,40.0,1341.0,Q8IBS1,449.0,15.0,444.0,1.0,Thioredoxin-like protein,18,1.0,244.0,2.9999999999999997e-116,424.0,448.0,0.55
3096,5811_g,224,72.0,215.0,A5KAG0,393.0,344.0,391.0,3.0,Putative uncharacterized protein,6,0.12,33.0,9e-11,71.0,48.0,0.69
3097,5812_g,213,,,,,,,,,0,,,,,,
3098,5813_g,369,1.0,363.0,H0YS85,985.0,865.0,985.0,1.0,Uncharacterized protein,30,0.12,113.0,4e-58,228.0,121.0,0.94
3099,5814_g,180,,,,,,,,,0,,,,,,
3100,5815_g,1284,,,,,,,,,0,,,,,,
3101,5816_g,1847,,,,,,,,,0,,,,,,
3102,5817_g,168,,,,,,,,,0,,,,,,
3103,5818_g,357,,,,,,,,,0,,,,,,
3104,5819_g,468,,,,,,,,,0,,,,,,
3105,5820_g,336,,,,,,,,,0,,,,,,
3106,5821_g,150,,,,,,,,,0,,,,,,
3107,5822_g,114,,,,,,,,,0,,,,,,
3108,5823_g,1374,34.0,315.0,Q8IB74,807.0,7.0,107.0,1.0,Putative uncharacterized protein,13,0.13,39.0,9e-16,90.0,101.0,0.39
3109,5824_g,84,,,,,,,,,0,,,,,,
3110,5825_g,426,,,,,,,,,0,,,,,,
3111,5826_g,177,,,,,,,,,0,,,,,,
3112,5827_g,1029,,,,,,,,,0,,,,,,
3113,5828_g,846,97.0,831.0,Q4XQU6,266.0,7.0,250.0,1.0,Putative uncharacterized protein,30,0.92,126.0,3e-58,230.0,245.0,0.52
3114,5829_g,183,,,,,,,,,0,,,,,,
3115,5830_g,135,,,,,,,,,0,,,,,,
3116,5831_g,114,,,,,,,,,0,,,,,,
3117,5832_g,1080,1.0,954.0,H0ZB71,2218.0,759.0,1035.0,1.0,Uncharacterized protein,30,0.14,254.0,1e-114,418.0,318.0,0.8
3118,5833_g,47,,,,,,,,,0,,,,,,
3119,5834_g,747,,,,,,,,,0,,,,,,
3120,5835_g,759,,,,,,,,,0,,,,,,
3121,5836_g,396,,,,,,,,,0,,,,,,
3122,5837_g,1952,1011.0,1655.0,Q8IES7,9271.0,7567.0,7741.0,3.0,"Peptidase, putative",11,0.02,86.0,7e-13,81.0,219.0,0.4
3123,5838_g,330,,,,,,,,,0,,,,,,
3124,5839_g,264,16.0,249.0,Q8IDC1,139.0,61.0,136.0,1.0,Putative uncharacterized protein,1,0.56,38.0,1e-07,60.0,78.0,0.49
3125,5840_g,333,19.0,159.0,H0Z659,817.0,759.0,805.0,1.0,Uncharacterized protein,30,0.06,44.0,2e-16,89.0,47.0,0.94
3126,5841_g,93,,,,,,,,,0,,,,,,
3127,5842_g,138,,,,,,,,,0,,,,,,
3128,5843_g,648,,,,,,,,,0,,,,,,
3129,5844_g,1667,1449.0,1664.0,B3L1M5,4281.0,2127.0,2198.0,3.0,"Phosphatidylinositol 4-kinase, putative ",1,0.02,32.0,8e-09,67.0,72.0,0.45
3130,5845_g,318,,,,,,,,,0,,,,,,
3131,5846_g,441,,,,,,,,,0,,,,,,
3132,5847_g,1341,1.0,1338.0,B3L260,441.0,1.0,441.0,1.0,"RAP protein, putative",30,1.01,310.0,0.0,667.0,446.0,0.7
3133,5848_g,405,,,,,,,,,0,,,,,,
3134,5849_g,450,,,,,,,,,0,,,,,,
3135,5850_g,402,,,,,,,,,0,,,,,,
3136,5851_g,117,,,,,,,,,0,,,,,,
3137,5852_g,132,,,,,,,,,0,,,,,,
3138,5853_g,213,,,,,,,,,0,,,,,,
3139,5854_g,177,,,,,,,,,0,,,,,,
3140,5855_g,389,,,,,,,,,0,,,,,,
3141,5856_g,198,,,,,,,,,0,,,,,,
3142,5857_g,1512,445.0,1482.0,Q4Z7Q2,1173.0,677.0,1004.0,1.0,Putative uncharacterized protein,6,0.32,112.0,1.9999999999999998e-32,146.0,370.0,0.31
3143,5858_g,249,,,,,,,,,0,,,,,,
3144,5859_g,399,,,,,,,,,0,,,,,,
3145,5860_g,787,41.0,772.0,Q4Y2E7,412.0,37.0,269.0,2.0,Putative uncharacterized protein (Fragment) ,6,0.6,88.0,4.0000000000000004e-23,113.0,247.0,0.36
3146,5861_g,423,145.0,360.0,B3L957,449.0,59.0,130.0,1.0,Putative uncharacterized protein,5,0.16,35.0,1e-11,74.0,72.0,0.49
3147,5862_g,1110,1.0,1095.0,Q8I1Z5,400.0,1.0,399.0,1.0,"Ubiquitin specific protease, putative ",30,1.0,231.0,1.9999999999999999e-115,421.0,399.0,0.58
3148,5863_g,69,,,,,,,,,0,,,,,,
3149,5864_g,1852,,,,,,,,,0,,,,,,
3150,5865_g,135,,,,,,,,,0,,,,,,
3151,5866_g,591,109.0,440.0,H1A4P8,244.0,120.0,244.0,1.0,Uncharacterized protein (Fragment),30,0.36,66.0,1e-37,141.0,89.0,0.75
3152,5867_g,408,,,,,,,,,0,,,,,,
3153,5868_g,1236,283.0,1227.0,Q7RF93,335.0,20.0,335.0,1.0,"Ribosomal protein L3, putative",30,0.94,277.0,3e-147,526.0,316.0,0.88
3154,5869_g,237,,,,,,,,,0,,,,,,
3155,5870_g,210,1.0,207.0,H0ZJI3,1653.0,862.0,930.0,1.0,Uncharacterized protein,30,0.04,65.0,9.999999999999999e-27,124.0,69.0,0.95
3156,5871_g,327,,,,,,,,,0,,,,,,
3157,5872_g,546,365.0,541.0,Q08514,412.0,242.0,300.0,-3.0,POL-like (Fragment),8,0.14,34.0,2e-11,73.0,59.0,0.58
3158,5873_g,138,,,,,,,,,0,,,,,,
3159,5874_g,696,,,,,,,,,0,,,,,,
3160,5875_g,96,,,,,,,,,0,,,,,,
3161,5876_g,738,1.0,735.0,A5K1Q1,354.0,109.0,353.0,1.0,"Serine/threonine protein kinase, putative ",30,0.69,216.0,2e-132,476.0,245.0,0.89
3162,5877_g,669,,,,,,,,,0,,,,,,
3163,5878_g,252,,,,,,,,,0,,,,,,
3164,5879_g,144,,,,,,,,,0,,,,,,
3165,5880_g,84,,,,,,,,,0,,,,,,
3166,5881_g,285,,,,,,,,,0,,,,,,
3167,5882_g,426,,,,,,,,,0,,,,,,
3168,5883_g,954,73.0,798.0,B3L0R1,268.0,23.0,263.0,1.0,Putative uncharacterized protein,30,0.9,115.0,2e-51,208.0,242.0,0.48
3169,5884_g,528,1.0,525.0,B3L322,341.0,173.0,341.0,1.0,Camp-dependent protein kinase catalytic ,30,0.51,147.0,9e-85,317.0,175.0,0.84
3170,5885_g,246,19.0,195.0,O96150,132.0,68.0,126.0,1.0,DNA-directed RNA polymerase II 16 kDa ,16,0.45,44.0,5e-16,88.0,59.0,0.75
3171,5886_g,144,,,,,,,,,0,,,,,,
3172,5887_g,843,,,,,,,,,0,,,,,,
3173,5888_g,165,,,,,,,,,0,,,,,,
3174,5889_g,117,,,,,,,,,0,,,,,,
3175,5890_g,87,,,,,,,,,0,,,,,,
3176,5891_g,300,,,,,,,,,0,,,,,,
3177,5892_g,1347,1.0,1173.0,Q8I3H9,537.0,1.0,401.0,1.0,"Nucleolar preribosomal GTPase, putative ",14,0.75,170.0,9e-64,249.0,403.0,0.43
3178,5893_g,937,,,,,,,,,0,,,,,,
3179,5894_g,1611,,,,,,,,,0,,,,,,
3180,5895_g,414,10.0,411.0,Q8I290,143.0,5.0,138.0,1.0,Putative uncharacterized protein,13,0.94,97.0,8.999999999999998e-56,220.0,134.0,0.73
3181,5896_g,784,,,,,,,,,0,,,,,,
3182,5897_g,537,1.0,516.0,A5K351,574.0,403.0,574.0,1.0,Putative uncharacterized protein,7,0.3,100.0,9.999999999999999e-55,216.0,172.0,0.59
3183,5898_g,681,,,,,,,,,0,,,,,,
3184,5899_g,271,,,,,,,,,0,,,,,,
3185,5900_g,267,,,,,,,,,0,,,,,,
3186,5901_g,69,,,,,,,,,0,,,,,,
3187,5902_g,333,,,,,,,,,0,,,,,,
3188,5903_g,303,,,,,,,,,0,,,,,,
3189,5904_g,111,,,,,,,,,0,,,,,,
3190,5905_g,714,,,,,,,,,0,,,,,,
3191,5906_g,830,,,,,,,,,0,,,,,,
3192,5907_g,162,,,,,,,,,0,,,,,,
3193,5908_g,321,,,,,,,,,0,,,,,,
3194,5909_g,1273,371.0,1234.0,Q4Z7K1,254.0,4.0,234.0,2.0,Putative uncharacterized protein (Fragment) ,30,0.3,40.0,3e-22,112.0,75.0,0.54
3195,5910_g,219,,,,,,,,,0,,,,,,
3196,5911_g,189,25.0,180.0,C0H551,543.0,490.0,541.0,1.0,"Glutamine synthetase, putative",4,0.1,35.0,1e-12,77.0,52.0,0.68
3197,5912_g,1888,1564.0,1887.0,E6UF61,288.0,189.0,288.0,1.0,Putative uncharacterized protein,2,0.39,35.0,6e-08,65.0,111.0,0.32
3198,5913_g,183,,,,,,,,,0,,,,,,
3199,5914_g,54,,,,,,,,,0,,,,,,
3200,5915_g,1920,31.0,1743.0,Q8IL87,661.0,5.0,636.0,1.0,eIF2A,30,0.96,322.0,8e-179,632.0,633.0,0.51
3201,5916_g,213,,,,,,,,,0,,,,,,
3202,5917_g,252,,,,,,,,,0,,,,,,
3203,5918_g,45,,,,,,,,,0,,,,,,
3204,5919_g,546,,,,,,,,,0,,,,,,
3205,5920_g,621,,,,,,,,,0,,,,,,
3206,5921_g,315,,,,,,,,,0,,,,,,
3207,5922_g,114,,,,,,,,,0,,,,,,
3208,5923_g,201,,,,,,,,,0,,,,,,
3209,5924_g,390,,,,,,,,,0,,,,,,
3210,5925_g,219,11.0,166.0,H1A1Q8,211.0,160.0,211.0,2.0,Uncharacterized protein (Fragment),30,0.25,52.0,4e-22,108.0,52.0,1.0
3211,5926_g,153,,,,,,,,,0,,,,,,
3212,5927_g,192,,,,,,,,,0,,,,,,
3213,5928_g,786,1.0,327.0,A5KAX0,1914.0,678.0,786.0,1.0,"P-type ATPase, putative",30,0.06,80.0,3e-41,174.0,109.0,0.74
3214,5929_g,555,1.0,189.0,A5KAX0,1914.0,494.0,545.0,1.0,"P-type ATPase, putative",7,0.03,36.0,1e-08,64.0,63.0,0.58
3215,5930_g,480,22.0,480.0,Q7R9D3,201.0,4.0,181.0,1.0,Putative uncharacterized protein PY06929 ,4,0.9,75.0,5e-13,78.0,180.0,0.42
3216,5931_g,1875,172.0,1866.0,Q8II15,682.0,109.0,632.0,1.0,Conserved Plasmodium protein,5,0.29,91.0,5e-40,171.0,201.0,0.46
3217,5932_g,1039,383.0,577.0,Q8IJE8,5767.0,2411.0,2475.0,2.0,Conserved Plasmodium protein,1,0.01,31.0,4e-09,67.0,65.0,0.48
3218,5933_g,216,,,,,,,,,0,,,,,,
3219,5934_g,39,,,,,,,,,0,,,,,,
3220,5935_g,303,,,,,,,,,0,,,,,,
3221,5936_g,855,223.0,354.0,C0H4S9,1362.0,498.0,540.0,1.0,Putative uncharacterized protein,1,0.03,27.0,7e-06,56.0,44.0,0.62
3222,301_g,6093,784.0,6084.0,C0H5K1,2048.0,312.0,2046.0,1.0,Term=calpain;db_xref=PMID:19164769;evidence=infer ,30,0.61,691.0,0.0,1305.0,1252.0,0.56
3223,302_g,567,1.0,564.0,A5K2M8,196.0,1.0,196.0,1.0,Putative uncharacterized protein,30,1.0,137.0,4e-78,295.0,196.0,0.7
3224,303_g,1596,1.0,1419.0,F0VBR8,510.0,12.0,464.0,1.0,Putative uncharacterized protein,30,0.93,322.0,3.9999999999999996e-172,610.0,473.0,0.69
3225,304_g,705,4.0,702.0,C0H5K0,273.0,34.0,273.0,1.0,"14-3-3 protein, putative",30,0.88,138.0,2.9999999999999996e-76,289.0,241.0,0.58
3226,305_g,600,1.0,594.0,Q7RA02,198.0,1.0,198.0,1.0,Putative uncharacterized protein PY06706 ,13,1.0,159.0,1e-94,350.0,198.0,0.81
3227,306_g,408,166.0,390.0,E6R8I0,599.0,475.0,547.0,1.0,"Sterol O-acyltransferase, putative",30,0.13,36.0,6e-14,81.0,75.0,0.48
3228,307_g,825,1.0,822.0,Q7RNQ7,274.0,1.0,274.0,1.0,DNA polymerase sliding clamp 2,30,1.0,239.0,3e-127,459.0,274.0,0.88
3229,308_g,7818,16.0,7815.0,B3L703,2609.0,9.0,2609.0,1.0,Putative uncharacterized protein,23,1.0,1691.0,0.0,3218.0,2602.0,0.65
3230,309_g,657,244.0,654.0,Q8ID89,228.0,75.0,211.0,1.0,"Cytochrome c oxidase subunit 2, putative ",30,0.6,114.0,6e-69,265.0,137.0,0.84
3231,310_g,312,61.0,309.0,Q8ID90,137.0,55.0,137.0,1.0,Putative uncharacterized protein,7,0.61,64.0,1e-31,140.0,83.0,0.78
3232,311_g,690,4.0,687.0,B3L706,389.0,52.0,264.0,1.0,Putative uncharacterized protein,20,0.59,121.0,3e-49,199.0,228.0,0.54
3233,312_g,4962,412.0,4893.0,B3L2T4,1345.0,20.0,1324.0,1.0,Putative uncharacterized protein,9,0.38,188.0,4e-79,303.0,505.0,0.38
3234,313_g,4092,1.0,3939.0,C0H565,1378.0,108.0,1326.0,1.0,Putative uncharacterized protein,8,0.32,126.0,5.0000000000000004e-45,189.0,442.0,0.29
3235,314_g,2904,1.0,2868.0,Q8I2P2,839.0,1.0,838.0,1.0,"NAD synthase, putative",30,1.15,452.0,0.0,799.0,968.0,0.47
3236,315_g,4248,1600.0,2196.0,Q8I2P1,1225.0,491.0,685.0,1.0,Putative uncharacterized protein,5,0.17,69.0,4e-16,93.0,205.0,0.34
3237,316_g,663,1.0,618.0,Q7RSU9,215.0,1.0,205.0,1.0,Putative uncharacterized protein PY00254 ,30,0.96,125.0,6e-66,255.0,206.0,0.61
3238,317_g,468,1.0,462.0,Q8I2N9,156.0,1.0,155.0,1.0,"CS domain protein, putative",30,0.99,107.0,1.9999999999999999e-56,222.0,155.0,0.7
3239,318_g,597,1.0,582.0,Q8I2N8,192.0,1.0,192.0,1.0,Putative uncharacterized protein,18,1.01,132.0,3.0000000000000004e-75,285.0,194.0,0.69
3240,319_g,105,1.0,78.0,C0H566,1627.0,14.0,39.0,1.0,Putative uncharacterized protein,1,0.02,23.0,6e-07,58.0,26.0,0.89
3241,320_g,4854,1.0,261.0,Q4Z610,162.0,9.0,102.0,1.0,Putative uncharacterized protein (Fragment) ,8,0.58,67.0,2.0000000000000002e-28,134.0,94.0,0.72
3242,321_g,2049,1.0,2043.0,I2FKD0,641.0,1.0,641.0,1.0,Fumarate hydratase,30,1.06,468.0,0.0,911.0,681.0,0.69
3243,322_g,1908,187.0,1740.0,Q4XZD1,544.0,46.0,533.0,1.0,"Ribosomal protein L15, putative",20,0.95,351.0,1e-169,602.0,518.0,0.68
3244,323_g,2424,4.0,1215.0,H8WGY3,3012.0,467.0,1454.0,1.0,Protein CBG24242,30,0.13,94.0,7e-15,88.0,404.0,0.24
3245,324_g,207,,,,,,,,,0,,,,,,
3246,325_g,2673,,,,,,,,,0,,,,,,
3247,326_g,6216,1.0,6099.0,A2EN31,5296.0,51.0,5006.0,1.0,"Viral A-type inclusion protein, putative ",30,0.3,343.0,3.9999999999999996e-50,207.0,1610.0,0.22
3248,327_g,4944,157.0,4920.0,A2E8Z5,4057.0,196.0,4030.0,1.0,"Viral A-type inclusion protein, putative ",30,0.33,270.0,1.9999999999999998e-32,148.0,1334.0,0.21
3249,328_g,1857,43.0,1821.0,B3SRB7,1535.0,30.0,658.0,1.0,Gag-pol polyprotein,2,0.44,139.0,3e-10,72.0,676.0,0.21
3250,329_g,741,1.0,432.0,F8NHR9,1240.0,448.0,624.0,1.0,Putative uncharacterized protein,30,0.14,55.0,3e-13,80.0,179.0,0.31
3251,330_g,324,,,,,,,,,0,,,,,,
3252,331_g,810,,,,,,,,,0,,,,,,
3253,332_g,723,,,,,,,,,0,,,,,,
3254,333_g,2619,190.0,1449.0,Q8IKN6,973.0,28.0,417.0,1.0,Putative uncharacterized protein,6,0.47,124.0,2.0000000000000002e-29,137.0,455.0,0.28
3255,334_g,1119,124.0,1035.0,Q8IKN7,340.0,30.0,333.0,1.0,Putative uncharacterized protein,11,0.89,178.0,2e-109,401.0,304.0,0.59
3256,335_g,651,1.0,513.0,A5K3G3,182.0,1.0,171.0,1.0,Putative uncharacterized protein,30,0.94,126.0,1e-57,228.0,171.0,0.74
3257,336_g,2271,853.0,2268.0,Q8IKP0,797.0,323.0,797.0,1.0,Putative uncharacterized protein,30,0.6,369.0,0.0,754.0,475.0,0.78
3258,337_g,2505,433.0,2496.0,Q8IKP1,741.0,99.0,739.0,1.0,"DEAD box helicase, putative",30,0.94,395.0,0.0,734.0,698.0,0.57
3259,338_g,279,,,,,,,,,0,,,,,,
3260,339_g,2364,247.0,2352.0,B3L9H7,750.0,54.0,741.0,1.0,Putative uncharacterized protein,5,0.99,304.0,1e-140,506.0,742.0,0.41
3261,340_g,1068,10.0,1062.0,Q8IKP4,353.0,1.0,352.0,1.0,Putative uncharacterized protein,30,1.0,267.0,2e-141,507.0,354.0,0.76
3262,341_g,4383,301.0,3366.0,Q8IKP5,1163.0,78.0,814.0,1.0,Putative uncharacterized protein,7,0.6,208.0,1e-76,294.0,699.0,0.3
3263,342_g,4521,2104.0,4464.0,Q8IKP6,1469.0,648.0,1463.0,1.0,Putative uncharacterized protein,11,0.59,324.0,3e-74,286.0,862.0,0.38
3264,343_g,5382,1846.0,5376.0,Q8IKP8,1528.0,357.0,1524.0,1.0,Putative uncharacterized protein,30,0.41,276.0,3e-127,463.0,633.0,0.44
3265,344_g,2157,520.0,2154.0,Q6J153,583.0,139.0,583.0,1.0,Vivapain-1,30,0.47,132.0,7e-70,271.0,274.0,0.49
3266,345_g,1515,148.0,1512.0,Q8IEH1,464.0,9.0,464.0,1.0,Putative uncharacterized protein,15,0.98,315.0,0.0,653.0,457.0,0.69
3267,346_g,2565,13.0,2559.0,Q8IEH2,2518.0,1455.0,2514.0,1.0,Putative uncharacterized protein,9,0.22,212.0,3e-90,338.0,561.0,0.38
3268,347_g,7359,4.0,2034.0,Q8IEH3,752.0,3.0,694.0,1.0,Putative uncharacterized protein,13,0.74,301.0,2.0000000000000002e-171,610.0,554.0,0.55
3269,348_g,3270,310.0,3267.0,B3LBV4,1188.0,85.0,1186.0,1.0,Putative uncharacterized protein,18,0.94,448.0,0.0,694.0,1113.0,0.41
3270,349_g,1203,1.0,1200.0,C0H5B4,400.0,1.0,400.0,1.0,Putative uncharacterized protein,30,1.0,234.0,3e-124,450.0,400.0,0.59
3271,350_g,4440,700.0,4176.0,Q7RND4,1955.0,19.0,1058.0,1.0,Chloroquine resistance marker protein ,8,0.29,233.0,1.0000000000000001e-81,311.0,567.0,0.42
3272,351_g,6189,91.0,6186.0,B3LBV2,3214.0,1323.0,3212.0,1.0,Putative uncharacterized protein,12,0.33,301.0,1.0000000000000001e-82,315.0,1074.0,0.29
3273,352_g,8553,2626.0,8433.0,B3LBV0,2026.0,309.0,2013.0,1.0,Putative uncharacterized protein,30,0.79,563.0,0.0,903.0,1608.0,0.36
3274,353_g,4314,235.0,4263.0,Q8IEH8,1737.0,12.0,1716.0,1.0,Putative uncharacterized protein,10,0.37,251.0,2.0000000000000001e-112,413.0,649.0,0.39
3275,354_g,1674,91.0,1650.0,Q8IJD9,588.0,26.0,584.0,1.0,Conserved Plasmodium protein,22,0.97,285.0,2e-129,468.0,573.0,0.5
3276,355_g,3930,1.0,1134.0,Q4YBT1,560.0,1.0,317.0,1.0,Putative uncharacterized protein (Fragment) ,7,0.39,100.0,1.0000000000000001e-39,171.0,218.0,0.46
3277,356_g,2058,1039.0,2013.0,Q4YBT2,541.0,197.0,525.0,1.0,"RNA binding protein, putative",30,0.61,180.0,5e-101,374.0,329.0,0.55
3278,357_g,6732,5020.0,6450.0,G0QMF1,943.0,476.0,930.0,1.0,Putative uncharacterized protein,6,0.54,105.0,1e-07,66.0,509.0,0.21
3279,358_g,792,1.0,789.0,Q8IJD4,263.0,1.0,263.0,1.0,40S ribosomal protein SA,30,1.0,221.0,2e-129,467.0,263.0,0.85
3280,359_g,858,1.0,852.0,B3L231,288.0,2.0,288.0,1.0,"Biotin--acetyl-CoA-carboxylase ligase, ",30,1.0,146.0,2e-74,284.0,287.0,0.51
3281,360_g,5352,4213.0,4647.0,Q8IJD3,1811.0,1411.0,1564.0,1.0,Conserved Plasmodium protein,5,0.09,64.0,3.9999999999999997e-25,124.0,154.0,0.42
3282,361_g,2226,133.0,2208.0,Q8IJD2,772.0,32.0,772.0,1.0,"Mpp10 protein, putative",30,0.42,166.0,1e-62,247.0,322.0,0.52
3283,362_g,1899,361.0,1896.0,Q4YCE7,532.0,24.0,532.0,1.0,Putative uncharacterized protein,30,0.96,361.0,0.0,776.0,512.0,0.71
3284,363_g,981,4.0,408.0,A5KE19,485.0,86.0,215.0,1.0,"Merozoite capping protein 1, putative ",10,0.28,49.0,2e-13,82.0,136.0,0.37
3285,364_g,147,,,,,,,,,0,,,,,,
3286,365_g,2457,274.0,2220.0,C5HDX5,795.0,76.0,704.0,1.0,Cysteine-rich surface protein (Fragment) ,30,0.85,163.0,5.0000000000000004e-29,135.0,675.0,0.25
3287,366_g,1194,,,,,,,,,0,,,,,,
3288,367_g,1317,,,,,,,,,0,,,,,,
3289,368_g,306,,,,,,,,,0,,,,,,
3290,369_g,1392,,,,,,,,,0,,,,,,
3291,370_g,1662,33.0,914.0,H3AG39,256.0,3.0,256.0,-2.0,Uncharacterized protein (Fragment),30,0.99,97.0,8.000000000000001e-39,167.0,253.0,0.39
3292,371_g,1383,139.0,987.0,Q8IBH6,5561.0,920.0,1222.0,1.0,Putative uncharacterized protein,1,0.06,68.0,4e-06,58.0,311.0,0.22
3293,372_g,2415,,,,,,,,,0,,,,,,
3294,373_g,252,,,,,,,,,0,,,,,,
3295,374_g,1770,,,,,,,,,0,,,,,,
3296,375_g,1713,,,,,,,,,0,,,,,,
3297,376_g,567,,,,,,,,,0,,,,,,
3298,377_g,1284,,,,,,,,,0,,,,,,
3299,378_g,324,,,,,,,,,0,,,,,,
3300,379_g,2328,,,,,,,,,0,,,,,,
3301,380_g,1494,,,,,,,,,0,,,,,,
3302,381_g,1008,,,,,,,,,0,,,,,,
3303,382_g,2427,,,,,,,,,0,,,,,,
3304,383_g,3876,763.0,3288.0,Q4YNH1,1269.0,548.0,1209.0,1.0,Putative uncharacterized protein (Fragment) ,3,0.27,129.0,4e-46,193.0,346.0,0.38
3305,384_g,1803,67.0,1800.0,Q7RNL1,629.0,42.0,629.0,1.0,Arabidopsis thaliana T10O24.21-related ,30,0.94,387.0,0.0,780.0,590.0,0.66
3306,385_g,1404,145.0,1107.0,Q8I5L2,435.0,27.0,352.0,1.0,Conserved Plasmodium protein,10,0.75,177.0,4e-70,271.0,328.0,0.54
3307,386_g,684,1.0,678.0,Q7RNK9,227.0,1.0,226.0,1.0,Ribulose-phosphate 3-epimerase,30,1.0,178.0,3e-102,376.0,226.0,0.79
3308,387_g,576,1.0,570.0,Q7RNG5,190.0,1.0,190.0,1.0,Putative phosphatidylethanolamine-binding ,30,1.0,125.0,1.0000000000000001e-75,286.0,190.0,0.66
3309,388_g,5100,19.0,5007.0,Q9U421,1555.0,16.0,1497.0,1.0,P-type ATPase2,30,0.61,478.0,0.0,825.0,950.0,0.51
3310,389_g,6060,7.0,6027.0,Q8I5L6,1997.0,2.0,1994.0,1.0,"Clathrin heavy chain, putative",30,1.03,1510.0,0.0,2820.0,2053.0,0.74
